unix,open,high,low,close,volume_btc,volume_usd
1667246400000,20377.15,20441.53,20357.52,20413.69,23.77469379,485329.2289
1667242800000,20426.87,20434.0,20365.27,20377.15,19.72845266,402009.6391
1667239200000,20380.3,20465.24,20358.56,20426.87,48.26966055,985998.081
1667235600000,20373.27,20446.92,20350.62,20380.3,83.1213729,1694038.516
1667232000000,20389.77,20526.32,20333.02,20373.27,38.50896273,784553.4951
1667228400000,20328.14,20459.74,20296.94,20389.77,45.12704128,920129.9925
1667224800000,20327.93,20424.89,20245.21,20328.14,64.00300043,1301061.953
1667221200000,20699.0,20750.0,20315.0,20327.93,65.05814971,1322497.513
1667217600000,20735.82,20744.65,20658.74,20699.0,15.23419116,315332.5228
1667214000000,20742.06,20816.05,20716.28,20735.82,30.6570931,635699.9642
1667210400000,20704.44,20833.79,20700.0,20742.06,18.57389727,385260.8916
1667206800000,20495.4,20743.64,20477.98,20704.44,12.96313634,268394.4786
1667203200000,20553.86,20553.86,20467.65,20495.4,4.95753365,101606.6352
1667199600000,20527.41,20556.59,20471.46,20553.86,3.22673769,66321.91474
1667196000000,20550.87,20571.34,20461.03,20527.41,4.9725311,102073.1846
1667192400000,20565.62,20595.1,20539.83,20550.87,7.96937891,163777.67
1667188800000,20528.91,20583.09,20514.61,20565.62,6.73873734,138586.3114
1667185200000,20486.76,20534.71,20461.61,20528.91,12.48315537,256265.5731
1667181600000,20525.64,20539.37,20440.0,20486.76,24.88721845,509858.4715
1667178000000,20550.0,20570.0,20464.96,20525.64,26.75644308,549193.1183
1667174400000,20630.8,20677.38,20540.55,20550.0,68.35866166,1404770.497
1667170800000,20589.3,20635.96,20555.91,20630.8,16.9864832,350444.7376
1667167200000,20692.19,20700.0,20518.9,20589.3,15.97759628,328967.5231
1667163600000,20690.52,20713.27,20670.25,20692.19,10.08136251,208605.4685
1667160000000,20648.76,20740.78,20648.76,20690.52,28.18901646,583245.4088
1667156400000,20680.25,20700.99,20648.76,20648.76,21.7812333,449755.4589
1667152800000,20669.69,20704.44,20644.56,20680.25,22.27000289,460549.2273
1667149200000,20590.0,20677.24,20586.0,20669.69,7.21119005,149053.0629
1667145600000,20689.28,20705.19,20566.93,20590.0,21.20859677,436685.0075
1667142000000,20746.69,20748.11,20651.25,20689.28,10.48554031,216938.2794
1667138400000,20651.47,20746.69,20642.0,20746.69,5.3070068,110102.8249
1667134800000,20737.65,20739.71,20626.33,20651.47,19.8983453,410930.081
1667131200000,20776.0,20776.2,20682.88,20737.65,6.56807807,136206.5042
1667127600000,20705.18,20790.45,20668.42,20776.0,9.42082338,195727.0265
1667124000000,20706.52,20720.53,20643.11,20705.18,3.81179469,78923.89518
1667120400000,20780.01,20824.6,20653.94,20706.52,2.49540585,51671.17114
1667116800000,20856.0,20897.86,20731.6,20780.01,20.06885965,417031.1042
1667113200000,20899.22,20930.44,20836.52,20856.0,7.08402793,147744.4865
1667109600000,20813.56,20906.41,20803.52,20899.22,18.17812985,379908.7349
1667106000000,20752.21,20813.56,20752.21,20813.56,3.07976633,64100.9013
1667102400000,20783.38,20787.7,20750.38,20752.21,29.8532532,619520.9796
1667098800000,20757.89,20805.32,20757.89,20783.38,5.7504381,119513.5402
1667095200000,20788.67,20805.53,20748.77,20757.89,6.77536885,140642.3613
1667091600000,20721.01,20788.67,20713.82,20788.67,11.69505566,243124.6527
1667088000000,20822.1,20842.54,20715.0,20721.01,23.90726132,495382.6009
1667084400000,20771.0,20824.04,20734.41,20822.1,12.96959443,270054.1922
1667080800000,20856.15,20872.08,20718.99,20771.0,25.62214235,532197.5188
1667077200000,20872.0,20907.71,20838.75,20856.15,14.74091232,307438.6785
1667073600000,20848.31,20882.64,20835.55,20872.0,30.10647725,628382.3932
1667070000000,20859.22,20866.01,20803.88,20848.31,21.81513137,454808.6215
1667066400000,20824.85,20875.0,20775.73,20859.22,23.16342666,483171.0127
1667062800000,20866.33,20983.86,20791.96,20824.85,20.36998626,424201.9084
1667059200000,20935.31,20964.9,20866.3,20866.33,14.78396548,308487.1024
1667055600000,20822.3,20951.34,20808.59,20935.31,23.32943902,488409.038
1667052000000,20778.66,20934.95,20763.59,20822.3,48.78760148,1015870.074
1667048400000,20777.69,20796.97,20703.62,20778.66,23.32825243,484729.8256
1667044800000,20701.2,20780.79,20690.21,20777.69,7.40594545,153878.4387
1667041200000,20791.14,20798.95,20660.53,20701.2,14.6269178,302794.7508
1667037600000,20971.68,21078.31,20750.13,20791.14,35.46629574,737384.72
1667034000000,20917.36,20971.68,20889.24,20971.68,7.65823004,160605.9498
1667030400000,20774.66,20982.93,20731.12,20917.36,14.95713745,312863.8286
1667026800000,20697.45,20776.06,20677.14,20774.66,10.55460764,219268.3852
1667023200000,20662.81,20716.03,20662.81,20697.45,1.22579788,25370.89033
1667019600000,20682.27,20755.55,20633.75,20662.81,6.69428184,138322.6737
1667016000000,20767.15,20775.44,20669.3,20682.27,15.312125,316689.5035
1667012400000,20746.08,20822.96,20700.01,20767.15,10.65887143,221354.3818
1667008800000,20635.46,20796.01,20632.5,20746.08,38.75261745,803964.9018
1667005200000,20626.81,20643.61,20610.75,20635.46,19.34026612,399095.2879
1667001600000,20595.63,20630.96,20563.59,20626.81,5.80828432,119806.3771
1666998000000,20621.14,20638.58,20582.83,20595.63,17.56041991,361667.9111
1666994400000,20597.39,20644.25,20588.18,20621.14,33.3215705,687128.7703
1666990800000,20631.75,20673.91,20576.51,20597.39,21.13588697,435344.1069
1666987200000,20608.03,20729.0,20608.03,20631.75,51.48715867,1062270.186
1666983600000,20631.45,20634.16,20550.0,20608.03,137.7600532,2838963.309
1666980000000,20638.27,20670.85,20587.75,20631.45,42.21783225,871015.0952
1666976400000,20712.68,20750.0,20637.0,20638.27,48.95076379,1010259.08
1666972800000,20485.0,20750.0,20458.86,20712.68,196.4209133,4068403.523
1666969200000,20508.36,20540.27,20410.27,20485.0,66.62536221,1364820.545
1666965600000,20476.25,20565.6,20338.33,20508.36,123.8880843,2540741.433
1666962000000,20214.6,20583.06,20195.73,20476.25,110.8542703,2269879.752
1666958400000,20182.6,20286.67,20001.0,20214.6,115.9180402,2343236.816
1666954800000,20180.76,20220.72,20124.62,20182.6,20.58674032,415493.9452
1666951200000,20197.12,20248.71,20144.67,20180.76,9.87021548,199188.4498
1666947600000,20188.7,20238.71,20160.78,20197.12,6.42431949,129752.7517
1666944000000,20069.69,20210.26,20037.92,20188.7,22.62008187,456670.0468
1666940400000,20262.95,20267.96,20063.86,20069.69,25.67775774,515344.6377
1666936800000,20294.15,20312.95,20260.72,20262.95,1.64433963,33319.17171
1666933200000,20256.0,20294.54,20227.45,20294.15,6.71928815,136362.2416
1666929600000,20291.76,20310.68,20255.7,20256.0,10.13450856,205284.6054
1666926000000,20227.47,20291.76,20209.23,20291.76,29.29501162,594447.345
1666922400000,20318.41,20334.92,20169.16,20227.47,46.27932419,936113.6417
1666918800000,20282.2,20330.75,20237.62,20318.41,20.99880927,426662.4163
1666915200000,20291.12,20332.76,20169.77,20282.2,18.47280195,374669.0637
1666911600000,20274.33,20298.28,20217.15,20291.12,33.97332888,689356.8931
1666908000000,20404.29,20420.08,20211.91,20274.33,40.39230158,818926.8517
1666904400000,20399.84,20409.32,20327.62,20404.29,43.13393224,880117.2623
1666900800000,20628.0,20630.0,20250.0,20399.84,168.6276279,3439976.629
1666897200000,20572.83,20682.86,20572.83,20628.0,52.17819716,1076331.851
1666893600000,20578.39,20604.1,20554.9,20572.83,101.9128051,2096634.815
1666890000000,20574.66,20643.47,20551.57,20578.39,61.36735487,1262841.362
1666886400000,20566.84,20600.66,20500.0,20574.66,42.57256951,875916.143
1666882800000,20556.86,20671.99,20539.7,20566.84,162.9002661,3350343.709
1666879200000,20528.01,20728.71,20507.7,20556.86,61.82944895,1271019.326
1666875600000,20730.85,20753.69,20432.09,20528.01,106.2076562,2180231.828
1666872000000,20620.51,20757.78,20530.15,20730.85,176.9694899,3668727.949
1666868400000,20547.4,20635.8,20547.4,20620.51,17.64005476,363746.9256
1666864800000,20620.79,20620.79,20475.07,20547.4,51.70620789,1062428.136
1666861200000,20720.58,20720.59,20531.91,20620.79,22.34889218,460851.8124
1666857600000,20717.77,20747.18,20694.55,20720.58,3.60350563,74666.72669
1666854000000,20727.9,20774.59,20690.7,20717.77,9.16979168,189977.635
1666850400000,20811.2,20840.19,20717.84,20727.9,11.060475,229260.4198
1666846800000,20838.22,20879.05,20799.0,20811.2,4.72253146,98281.54672
1666843200000,20754.57,20864.64,20741.43,20838.22,18.18108021,378861.3493
1666839600000,20693.98,20777.77,20609.73,20754.57,27.54962139,571780.5456
1666836000000,20736.65,20799.98,20693.98,20693.98,10.91958903,225969.757
1666832400000,20753.66,20811.13,20667.86,20736.65,56.76299977,1177074.459
1666828800000,20772.67,20848.68,20722.65,20753.66,16.15508213,335277.0818
1666825200000,20814.98,20902.51,20749.28,20772.67,36.40755033,756282.0285
1666821600000,20738.29,20904.79,20709.38,20814.98,47.28368001,984208.8537
1666818000000,20761.97,20799.99,20699.99,20738.29,102.7784918,2131450.168
1666814400000,20767.89,20857.56,20706.1,20761.97,61.21303853,1270903.27
1666810800000,20702.58,20791.24,20650.62,20767.89,56.91874593,1182082.254
1666807200000,20823.39,20870.18,20671.0,20702.58,32.34813987,669689.9535
1666803600000,20757.46,20832.97,20673.33,20823.39,73.18972163,1524058.117
1666800000000,20846.02,20991.03,20726.06,20757.46,54.6255948,1133888.599
1666796400000,20845.09,20941.35,20766.23,20846.02,95.62290699,1993357.032
1666792800000,20554.75,21018.1,20550.17,20845.09,241.4711024,5033486.863
1666789200000,20551.85,20613.79,20357.68,20554.75,94.47966773,1942005.95
1666785600000,20616.57,20621.7,20463.32,20551.85,36.04435366,740778.1498
1666782000000,20673.99,20740.58,20582.98,20616.57,41.6080758,857815.8073
1666778400000,20604.21,20685.12,20553.81,20673.99,19.5780519,404756.4492
1666774800000,20667.89,20728.85,20570.0,20604.21,17.56910325,361997.4929
1666771200000,20361.26,20786.78,20294.43,20667.89,135.1609692,2793492.044
1666767600000,20224.76,20377.0,20211.77,20361.26,25.3025726,515192.2594
1666764000000,20193.22,20245.3,20181.53,20224.76,21.01772825,425078.5096
1666760400000,20203.67,20229.6,20147.01,20193.22,11.2012589,226189.4852
1666756800000,20260.28,20278.11,20186.9,20203.67,28.25430475,570840.6492
1666753200000,20212.69,20308.06,20180.14,20260.28,22.41171316,454067.5839
1666749600000,20236.62,20258.95,20155.56,20212.69,45.88759153,927511.6624
1666746000000,20165.23,20292.57,20086.93,20236.62,69.6234571,1408943.444
1666742400000,20089.09,20177.01,20058.64,20165.23,46.23975726,932435.3403
1666738800000,20076.05,20132.95,20037.92,20089.09,60.40949997,1213571.882
1666735200000,20235.7,20237.04,19995.89,20076.05,155.4781061,3121386.232
1666731600000,20188.35,20264.3,20108.19,20235.7,39.32779725,795825.5068
1666728000000,20280.62,20300.0,20023.38,20188.35,130.6947559,2638511.475
1666724400000,20291.95,20412.0,20211.53,20280.62,82.8644166,1680541.745
1666720800000,20128.98,20410.28,20084.67,20291.95,111.5272922,2263106.236
1666717200000,19815.66,20188.19,19815.66,20128.98,312.3477926,6287242.471
1666713600000,19746.96,19836.0,19728.61,19815.66,72.28406365,1432356.429
1666710000000,19501.88,19811.0,19494.97,19746.96,172.9708682,3415648.816
1666706400000,19480.31,19547.48,19454.5,19501.88,58.87722627,1148216.601
1666702800000,19331.82,19524.11,19331.82,19480.31,115.9114103,2257990.205
1666699200000,19299.37,19340.77,19261.52,19331.82,32.41880842,626714.569
1666695600000,19292.62,19322.6,19280.18,19299.37,2.85201394,55042.07227
1666692000000,19271.05,19299.94,19246.46,19292.62,2.4013701,46328.72082
1666688400000,19297.14,19297.14,19261.97,19271.05,2.95587192,56962.75556
1666684800000,19308.28,19321.74,19279.56,19297.14,1.80617727,34854.05564
1666681200000,19328.37,19333.5,19281.58,19308.28,11.33661172,218890.4733
1666677600000,19337.89,19364.16,19327.1,19328.37,3.27872708,63372.45013
1666674000000,19341.04,19344.73,19300.0,19337.89,5.42488074,104905.747
1666670400000,19341.3,19372.74,19332.35,19341.04,2.74873437,53163.3814
1666666800000,19312.56,19364.35,19312.56,19341.3,12.53954425,242531.0872
1666663200000,19299.27,19319.01,19277.67,19312.56,13.56184738,261913.9912
1666659600000,19309.51,19320.9,19252.2,19299.27,20.07254763,387385.5163
1666656000000,19334.22,19417.9,19287.4,19309.51,84.83576434,1638137.04
1666652400000,19366.81,19369.56,19321.32,19334.22,11.73691507,226924.0981
1666648800000,19364.82,19373.34,19307.0,19366.81,16.2747899,315190.7638
1666645200000,19380.38,19417.65,19330.08,19364.82,28.27731325,547585.0812
1666641600000,19340.12,19380.38,19309.94,19380.38,43.93311323,851440.429
1666638000000,19340.0,19430.36,19319.8,19340.12,67.76781853,1310637.743
1666634400000,19286.86,19350.68,19281.4,19340.0,27.52301055,532295.024
1666630800000,19275.78,19306.8,19215.0,19286.86,91.41175986,1763045.815
1666627200000,19308.15,19324.41,19253.07,19275.78,62.39027804,1202621.274
1666623600000,19292.18,19312.92,19248.33,19308.15,94.64412576,1827402.977
1666620000000,19356.34,19356.34,19167.36,19292.18,78.97250553,1523551.792
1666616400000,19383.58,19400.0,19283.44,19356.34,70.46025363,1363852.626
1666612800000,19427.0,19451.46,19327.43,19383.58,164.0638245,3180144.268
1666609200000,19409.68,19449.31,19370.67,19427.0,24.14101612,468987.5202
1666605600000,19390.28,19445.69,19371.56,19409.68,7.34492934,142562.7281
1666602000000,19349.37,19400.0,19316.34,19390.28,12.81061821,248401.4741
1666598400000,19322.72,19349.37,19299.69,19349.37,3.74644038,72491.2611
1666594800000,19295.48,19338.21,19265.18,19322.72,8.74834645,169041.8489
1666591200000,19337.32,19366.22,19295.48,19295.48,3.77837384,72905.53686
1666587600000,19330.08,19350.56,19301.6,19337.32,5.85146006,113151.5556
1666584000000,19387.29,19393.0,19278.33,19330.08,27.18906156,525566.7351
1666580400000,19417.69,19436.76,19353.84,19387.29,15.98391865,309884.8662
1666576800000,19416.55,19472.24,19394.92,19417.69,11.46134154,222552.777
1666573200000,19523.46,19533.24,19374.19,19416.55,53.34081984,1035694.695
1666569600000,19573.16,19595.27,19500.31,19523.46,22.63309912,441876.4053
1666566000000,19588.86,19605.68,19529.91,19573.16,21.22708802,415481.1901
1666562400000,19545.01,19689.92,19545.01,19588.86,80.91741882,1585079.989
1666558800000,19497.73,19591.0,19456.71,19545.01,31.34076551,612555.5753
1666555200000,19504.6,19522.83,19446.16,19497.73,9.30975788,181519.1455
1666551600000,19441.61,19515.27,19441.61,19504.6,20.21042783,394196.3107
1666548000000,19477.36,19521.19,19401.73,19441.61,38.19498022,742571.9094
1666544400000,19181.99,19495.49,19178.58,19477.36,118.0467776,2299239.585
1666540800000,19194.03,19210.0,19174.13,19181.99,15.80621473,303194.6529
1666537200000,19196.0,19214.0,19185.79,19194.03,6.61434394,126955.916
1666533600000,19181.45,19208.98,19177.95,19196.0,9.43644492,181141.9967
1666530000000,19151.69,19181.45,19143.23,19181.45,7.18123089,137746.4213
1666526400000,19154.42,19159.87,19080.65,19151.69,10.36918034,198587.3274
1666522800000,19175.36,19176.27,19125.0,19154.42,10.2402084,196145.2526
1666519200000,19182.43,19182.43,19168.85,19175.36,1.82318724,34960.27167
1666515600000,19180.35,19186.15,19176.05,19182.43,2.46332165,47252.49512
1666512000000,19168.88,19180.41,19155.91,19180.35,3.34906002,64236.14335
1666508400000,19180.78,19180.78,19155.89,19168.88,0.26742316,5126.202463
1666504800000,19180.89,19192.05,19164.73,19180.78,0.75953022,14568.38205
1666501200000,19190.59,19199.05,19176.88,19180.89,5.52155434,105908.3264
1666497600000,19199.34,19222.81,19181.31,19190.59,8.67082007,166398.1529
1666494000000,19199.81,19199.99,19187.24,19199.34,3.2534301,62463.71066
1666490400000,19179.0,19209.28,19172.52,19199.81,4.85142315,93146.40271
1666486800000,19199.91,19205.16,19164.91,19179.0,12.05592861,231220.6548
1666483200000,19204.5,19224.75,19191.1,19199.91,11.25873052,216166.6127
1666479600000,19195.99,19208.39,19193.8,19204.5,15.063101,289279.3232
1666476000000,19214.42,19216.16,19190.03,19195.99,7.08727341,136047.2295
1666472400000,19218.0,19227.7,19192.29,19214.42,20.18059862,387758.4977
1666468800000,19184.82,19230.0,19158.56,19218.0,31.17937158,599205.163
1666465200000,19172.5,19189.91,19167.3,19184.82,26.24021388,503413.78
1666461600000,19151.18,19180.5,19140.96,19172.5,22.26744133,426922.5189
1666458000000,19192.67,19213.62,19149.83,19151.18,15.7262822,301176.8611
1666454400000,19235.17,19248.46,19178.76,19192.67,45.72296596,877545.7971
1666450800000,19234.42,19250.0,19216.84,19235.17,19.26024113,370474.0124
1666447200000,19197.96,19240.79,19197.96,19234.42,11.65931172,224260.0985
1666443600000,19184.62,19247.42,19184.62,19197.96,30.70261389,589427.5534
1666440000000,19183.18,19206.46,19159.42,19184.62,14.88461877,285555.7549
1666436400000,19167.81,19190.81,19164.0,19183.18,5.05823928,97033.11459
1666432800000,19147.09,19172.43,19146.29,19167.81,2.05210052,39334.27287
1666429200000,19162.11,19177.89,19147.09,19147.09,1.46812167,28110.25775
1666425600000,19165.46,19177.3,19158.08,19162.11,2.67353823,51230.63365
1666422000000,19150.27,19173.01,19148.0,19165.46,2.37723201,45560.745
1666418400000,19147.56,19151.78,19134.79,19150.27,2.38259441,45627.32625
1666414800000,19155.14,19160.0,19144.53,19147.56,8.06033241,154335.6984
1666411200000,19150.7,19164.7,19150.44,19155.14,4.98094866,95410.76892
1666407600000,19128.8,19151.84,19120.0,19150.7,12.91875936,247403.2849
1666404000000,19157.21,19173.13,19127.55,19128.8,17.14808979,328022.38
1666400400000,19163.42,19180.7,19153.84,19157.21,5.87662996,112579.8342
1666396800000,19164.81,19204.99,19150.5,19163.42,36.34125903,696422.8101
1666393200000,19190.69,19237.66,19164.81,19164.81,25.72361215,492988.1394
1666389600000,19160.38,19200.75,19160.38,19190.69,17.3782377,333500.3724
1666386000000,19187.07,19208.5,19143.91,19160.38,49.79171653,954028.2096
1666382400000,19193.13,19250.0,19165.16,19187.07,58.47987485,1122057.452
1666378800000,19141.68,19246.74,19141.68,19193.13,83.76228214,1607660.37
1666375200000,19143.77,19203.43,19122.72,19141.68,41.48635972,794118.6221
1666371600000,19131.47,19171.33,19095.49,19143.77,30.93085545,592133.1826
1666368000000,19163.71,19232.22,19112.64,19131.47,60.82656136,1163701.534
1666364400000,18977.07,19163.71,18946.86,19163.71,17.10551385,327805.1068
1666360800000,19075.0,19135.95,18942.95,18977.07,92.49072285,1755202.922
1666357200000,18888.51,19081.22,18864.39,19075.0,124.3667622,2372295.988
1666353600000,18944.59,18944.59,18666.0,18888.51,160.7172594,3035709.562
1666350000000,19007.36,19014.97,18944.59,18944.59,23.73354072,449622.1982
1666346400000,19015.17,19016.81,18960.94,19007.36,15.69714578,298361.3008
1666342800000,18978.09,19020.25,18905.07,19015.17,19.492971,370662.1574
1666339200000,19037.54,19038.26,18944.65,18978.09,20.93637599,397332.4278
1666335600000,19041.98,19083.21,18997.26,19037.54,14.26687215,271606.1492
1666332000000,19044.03,19072.44,19035.97,19041.98,1.85499409,35322.76036
1666328400000,19036.55,19067.3,19032.58,19044.03,2.60992806,49703.54827
1666324800000,19054.34,19081.81,19033.12,19036.55,4.65544229,88623.55993
1666321200000,19111.67,19174.9,19054.34,19054.34,78.91294881,1503634.157
1666317600000,19065.17,19122.87,19062.03,19111.67,20.74490705,396469.8177
1666314000000,19051.0,19070.18,19026.42,19065.17,22.5131944,429217.8785
1666310400000,19046.3,19070.08,19000.81,19051.0,13.62635799,259595.7461
1666306800000,19038.26,19050.18,18983.69,19046.3,8.08629599,154014.0193
1666303200000,19077.95,19095.35,19006.46,19038.26,23.31387377,443855.5904
1666299600000,19028.23,19088.54,18991.52,19077.95,59.37557463,1132764.244
1666296000000,19061.38,19080.18,18928.2,19028.23,42.7362936,813196.024
1666292400000,19063.0,19108.42,19032.96,19061.38,53.15934081,1013290.396
1666288800000,19091.41,19093.14,18968.17,19063.0,35.13591766,669795.9984
1666285200000,19177.4,19187.75,19059.49,19091.41,61.68368048,1177628.434
1666281600000,19258.35,19258.35,19148.0,19177.4,48.59322705,931891.7524
1666278000000,19325.58,19339.41,19253.85,19258.35,51.19852975,985999.2054
1666274400000,19175.79,19347.71,19175.33,19325.58,106.8096181,2064157.819
1666270800000,19136.4,19217.52,19128.14,19175.79,19.5418748,374730.8874
1666267200000,19212.88,19277.46,19134.07,19136.4,15.15939565,290096.2589
1666263600000,19196.72,19231.36,19189.9,19212.88,14.72842593,282975.48
1666260000000,19185.82,19246.74,19134.63,19196.72,20.96235613,402408.4812
1666256400000,19114.07,19189.54,19112.0,19185.82,3.94366486,75662.44414
1666252800000,19145.27,19166.97,19111.13,19114.07,3.09152401,59091.60633
1666249200000,19129.9,19164.0,19099.0,19145.27,2.08809065,39977.05928
1666245600000,19140.98,19145.42,19099.0,19129.9,1.65792431,31715.92626
1666242000000,19180.88,19193.37,19119.85,19140.98,15.67194181,299976.3247
1666238400000,19048.49,19201.42,19037.09,19180.88,18.50931735,355024.995
1666234800000,19064.31,19064.72,19010.96,19048.49,9.11811774,173686.3746
1666231200000,19047.24,19079.41,19019.34,19064.31,10.17130704,193908.9505
1666227600000,18950.0,19057.8,18931.71,19047.24,38.47334906,732811.1131
1666224000000,19128.09,19170.14,18912.19,18950.0,100.7144542,1908538.907
1666220400000,19148.08,19166.69,19090.03,19128.09,50.9763017,975079.2868
1666216800000,19191.6,19205.17,19100.0,19148.08,22.39421318,428806.1855
1666213200000,19201.63,19212.82,19165.19,19191.6,25.12849062,482255.9406
1666209600000,19236.1,19261.3,19141.58,19201.63,65.75968486,1262693.138
1666206000000,19196.77,19244.67,19158.69,19236.1,44.36788102,853464.9961
1666202400000,19195.84,19220.0,19176.0,19196.77,29.7348576,570813.2223
1666198800000,19175.6,19201.06,19104.0,19195.84,58.56464343,1124197.525
1666195200000,19267.8,19277.81,19173.42,19175.6,41.04000175,786966.6576
1666191600000,19156.38,19298.76,19140.48,19267.8,30.33435216,584476.2305
1666188000000,19126.28,19232.62,19103.89,19156.38,128.1963351,2455777.71
1666184400000,19164.05,19229.86,19070.65,19126.28,52.05891609,995693.4056
1666180800000,19203.76,19203.76,19111.09,19164.05,21.26616806,407545.908
1666177200000,19214.79,19223.45,19150.0,19203.76,6.83108199,131182.4591
1666173600000,19267.91,19277.15,19186.96,19214.79,16.65277884,319979.6483
1666170000000,19196.28,19277.46,19196.28,19267.91,6.78576615,130747.5315
1666166400000,19224.83,19236.26,19151.34,19196.28,6.33740979,121654.6928
1666162800000,19191.94,19243.77,19172.34,19224.83,30.08511815,578381.282
1666159200000,19258.82,19278.94,19151.28,19191.94,15.86372238,304455.6081
1666155600000,19279.15,19307.69,19244.39,19258.82,3.38704242,65230.4403
1666152000000,19296.35,19309.36,19260.14,19279.15,7.87319918,151788.588
1666148400000,19291.75,19308.49,19260.04,19296.35,10.0316301,193573.8455
1666144800000,19314.42,19321.53,19248.98,19291.75,4.81105922,92813.75171
1666141200000,19238.45,19327.28,19223.66,19314.42,9.56208237,184686.075
1666137600000,19333.87,19359.55,19236.36,19238.45,24.45774203,470529.0472
1666134000000,19323.37,19369.77,19310.77,19333.87,14.79406938,286026.6142
1666130400000,19310.0,19343.87,19262.2,19323.37,71.97106667,1390723.551
1666126800000,19371.39,19375.0,19209.96,19310.0,35.58258733,687099.7613
1666123200000,19206.57,19435.0,19204.94,19371.39,66.54355443,1289041.145
1666119600000,19220.66,19224.54,19100.0,19206.57,124.2854554,2387097.298
1666116000000,19408.98,19414.35,19181.75,19220.66,75.12071795,1443869.779
1666112400000,19416.29,19436.96,19369.3,19408.98,28.45847524,552349.9768
1666108800000,19377.48,19444.35,19348.23,19416.29,37.08189829,719992.8909
1666105200000,19421.57,19446.73,19283.46,19377.48,85.51368103,1657039.644
1666101600000,19544.49,19574.47,19371.75,19421.57,175.4096236,3406730.284
1666098000000,19636.77,19678.4,19538.86,19544.49,92.45013136,1806890.668
1666094400000,19568.16,19645.77,19564.58,19636.77,34.47497213,676977.0985
1666090800000,19528.9,19600.58,19528.9,19568.16,12.82747751,251010.1323
1666087200000,19530.43,19590.89,19511.02,19528.9,4.01446461,78398.07792
1666083600000,19534.17,19558.16,19480.29,19530.43,9.81119631,191616.8827
1666080000000,19671.79,19675.21,19534.17,19534.17,18.87713106,368749.0872
1666076400000,19637.15,19684.8,19572.23,19671.79,17.57518678,345735.3835
1666072800000,19560.87,19700.0,19540.06,19637.15,11.757313,230880.119
1666069200000,19590.0,19590.0,19541.95,19560.87,11.10429042,217209.5813
1666065600000,19543.05,19620.01,19543.04,19590.0,47.40698029,928702.7439
1666062000000,19489.58,19574.99,19489.58,19543.05,20.29255832,396578.4819
1666058400000,19538.49,19543.11,19485.35,19489.58,13.72163532,267428.9093
1666054800000,19596.94,19625.0,19500.0,19538.49,55.80368765,1090319.793
1666051200000,19553.51,19615.13,19517.01,19596.94,31.49525007,617210.5259
1666047600000,19523.99,19575.0,19510.16,19553.51,24.69430092,482860.26
1666044000000,19519.92,19629.02,19480.57,19523.99,62.58657592,1221939.682
1666040400000,19527.3,19548.91,19486.75,19519.92,35.83759114,699546.912
1666036800000,19523.19,19562.84,19513.55,19527.3,60.01344964,1171900.635
1666033200000,19525.0,19556.9,19487.67,19523.19,36.56644449,713893.6434
1666029600000,19525.01,19544.47,19447.4,19525.0,35.83423897,699663.5159
1666026000000,19516.0,19531.64,19459.98,19525.01,79.48905658,1552024.625
1666022400000,19541.62,19593.18,19487.18,19516.0,23.91055767,466638.4435
1666018800000,19478.17,19582.54,19437.7,19541.62,52.37872457,1023565.132
1666015200000,19588.06,19645.29,19445.99,19478.17,76.95024889,1498850.029
1666011600000,19520.05,19672.22,19520.05,19588.06,282.3471118,5530632.166
1666008000000,19462.1,19589.0,19423.05,19520.05,68.60790551,1339229.746
1666004400000,19396.48,19532.51,19379.84,19462.1,26.42516168,514289.1391
1666000800000,19338.41,19422.99,19338.41,19396.48,16.26888402,315559.0835
1665997200000,19264.67,19361.53,19255.77,19338.41,8.32641851,161019.695
1665993600000,19300.39,19304.75,19257.09,19264.67,2.7087236,52182.66628
1665990000000,19242.65,19317.32,19235.75,19300.39,37.05081299,715095.1405
1665986400000,19269.46,19315.19,19230.0,19242.65,1.38915392,26731.00268
1665982800000,19232.5,19285.5,19231.98,19269.46,6.72866284,129657.6994
1665979200000,19194.97,19232.5,19166.7,19232.5,6.98918658,134419.5309
1665975600000,19206.6,19208.08,19165.64,19194.97,14.26989689,273910.2427
1665972000000,19180.48,19216.04,19172.18,19206.6,7.30563797,140316.4662
1665968400000,19230.11,19238.87,19177.11,19180.48,8.35637996,160279.3787
1665964800000,19263.57,19309.59,19211.87,19230.11,9.09469937,174892.0693
1665961200000,19303.93,19321.54,19234.78,19263.57,10.76327172,207339.0382
1665957600000,19151.49,19365.66,19112.11,19303.93,38.49122227,743031.8603
1665954000000,19333.8,19371.44,19110.91,19151.49,28.01493184,536527.687
1665950400000,19377.7,19425.0,19276.59,19333.8,28.12826805,543826.3088
1665946800000,19141.53,19377.7,19132.84,19377.7,69.22199171,1341362.989
1665943200000,19137.72,19152.5,19125.64,19141.53,3.55899117,68124.53625
1665939600000,19144.21,19162.35,19133.58,19137.72,8.12689957,155530.3284
1665936000000,19159.09,19169.69,19130.02,19144.21,7.02898296,134564.3259
1665932400000,19132.3,19173.24,19124.77,19159.09,8.0934468,155063.0757
1665928800000,19134.26,19145.52,19112.25,19132.3,5.4668565,104593.5386
1665925200000,19129.76,19148.61,19121.69,19134.26,2.40703726,46056.87676
